""	"nsc_exp_name"	"nsc"	"experiment"	"used_in_zscore"
"1012_9903NS28"	"1012_9903NS28"	"1012"	"9903NS28"	TRUE
"1013_9903NS28"	"1013_9903NS28"	"1013"	"9903NS28"	TRUE
"1013_9905RS44"	"1013_9905RS44"	"1013"	"9905RS44"	TRUE
"1014_1006NS62"	"1014_1006NS62"	"1014"	"1006NS62"	TRUE
"1026_8905NS34"	"1026_8905NS34"	"1026"	"8905NS34"	TRUE
"1026_8906NS38"	"1026_8906NS38"	"1026"	"8906NS38"	TRUE
"1027_9102NS15"	"1027_9102NS15"	"1027"	"9102NS15"	TRUE
"1027_9211ES90"	"1027_9211ES90"	"1027"	"9211ES90"	TRUE
"1063_1403NS45"	"1063_1403NS45"	"1063"	"1403NS45"	TRUE
"1199_9903NS28"	"1199_9903NS28"	"1199"	"9903NS28"	TRUE
"1338_1210NS67"	"1338_1210NS67"	"1338"	"1210NS67"	TRUE
"1338_1303RS24"	"1338_1303RS24"	"1338"	"1303RS24"	TRUE
"1390_0710RS27"	"1390_0710RS27"	"1390"	"0710RS27"	TRUE
"1390_0802RS16"	"1390_0802RS16"	"1390"	"0802RS16"	TRUE
"1393_1010NS98"	"1393_1010NS98"	"1393"	"1010NS98"	TRUE
"1393_1012RS72"	"1393_1012RS72"	"1393"	"1012RS72"	TRUE
"1433_1004NS36"	"1433_1004NS36"	"1433"	"1004NS36"	TRUE
"1433_1007RS82"	"1433_1007RS82"	"1433"	"1007RS82"	TRUE
"1460_9903NS28"	"1460_9903NS28"	"1460"	"9903NS28"	TRUE
"1482_9903NS28"	"1482_9903NS28"	"1482"	"9903NS28"	TRUE
"1507_1006NS62"	"1507_1006NS62"	"1507"	"1006NS62"	TRUE
"1760_9903NS28"	"1760_9903NS28"	"1760"	"9903NS28"	TRUE
"1771_9607NS59"	"1771_9607NS59"	"1771"	"9607NS59"	TRUE
"1771_9608RC62"	"1771_9608RC62"	"1771"	"9608RC62"	TRUE
"1797_9607NS57"	"1797_9607NS57"	"1797"	"9607NS57"	TRUE
"1895_8904SA76"	"1895_8904SA76"	"1895"	"8904SA76"	TRUE
"1895_9402SM23"	"1895_9402SM23"	"1895"	"9402SM23"	TRUE
"1906_9103RS30"	"1906_9103RS30"	"1906"	"9103RS30"	TRUE
"1906_9506SR43"	"1906_9506SR43"	"1906"	"9506SR43"	TRUE
"1910_9609SR65"	"1910_9609SR65"	"1910"	"9609SR65"	TRUE
"1945_9903NS28"	"1945_9903NS28"	"1945"	"9903NS28"	TRUE
"2012_1404NS55"	"2012_1404NS55"	"2012"	"1404NS55"	TRUE
"2013_8905NS34"	"2013_8905NS34"	"2013"	"8905NS34"	TRUE
"2013_8906NS38"	"2013_8906NS38"	"2013"	"8906NS38"	TRUE
"2039_9303MD40"	"2039_9303MD40"	"2039"	"9303MD40"	TRUE
"2053_9402SR12"	"2053_9402SR12"	"2053"	"9402SR12"	TRUE
"2061_9610SR72"	"2061_9610SR72"	"2061"	"9610SR72"	TRUE
"2186_9905RS44"	"2186_9905RS44"	"2186"	"9905RS44"	TRUE
"2384_9104SC70"	"2384_9104SC70"	"2384"	"9104SC70"	TRUE
"2384_9106NS74"	"2384_9106NS74"	"2384"	"9106NS74"	TRUE
"2604_9104EG71"	"2604_9104EG71"	"2604"	"9104EG71"	TRUE
"2626_9403NS04"	"2626_9403NS04"	"2626"	"9403NS04"	TRUE
"2724_1010NS98"	"2724_1010NS98"	"2724"	"1010NS98"	TRUE
"2755_1404NS68"	"2755_1404NS68"	"2755"	"1404NS68"	TRUE
"2755_1406RS07"	"2755_1406RS07"	"2755"	"1406RS07"	TRUE
"2785_1004NS40"	"2785_1004NS40"	"2785"	"1004NS40"	TRUE
"2805_9903NS28"	"2805_9903NS28"	"2805"	"9903NS28"	TRUE
"2805_9905RS44"	"2805_9905RS44"	"2805"	"9905RS44"	TRUE
"2829_9402SC33"	"2829_9402SC33"	"2829"	"9402SC33"	TRUE
"3039_9601SR03"	"3039_9601SR03"	"3039"	"9601SR03"	TRUE
"3053_0611SS39"	"3053_0611SS39"	"3053"	"0611SS39"	TRUE
"3053_0806SS43"	"3053_0806SS43"	"3053"	"0806SS43"	TRUE
"3053_0808SS87"	"3053_0808SS87"	"3053"	"0808SS87"	TRUE
"3053_0912SS76"	"3053_0912SS76"	"3053"	"0912SS76"	TRUE
"3053_8907MD10"	"3053_8907MD10"	"3053"	"8907MD10"	TRUE
"3053_8907NS45"	"3053_8907NS45"	"3053"	"8907NS45"	TRUE
"3053_8907SC02"	"3053_8907SC02"	"3053"	"8907SC02"	TRUE
"3053_8908MD13"	"3053_8908MD13"	"3053"	"8908MD13"	TRUE
"3053_8908SA09"	"3053_8908SA09"	"3053"	"8908SA09"	TRUE
"3053_8909AG52"	"3053_8909AG52"	"3053"	"8909AG52"	TRUE
"3053_8909NS57"	"3053_8909NS57"	"3053"	"8909NS57"	TRUE
"3053_8909SA17"	"3053_8909SA17"	"3053"	"8909SA17"	TRUE
"3053_8910AG56"	"3053_8910AG56"	"3053"	"8910AG56"	TRUE
"3053_8910NS65"	"3053_8910NS65"	"3053"	"8910NS65"	TRUE
"3053_8910SA25"	"3053_8910SA25"	"3053"	"8910SA25"	TRUE
"3053_8911MD36"	"3053_8911MD36"	"3053"	"8911MD36"	TRUE
"3053_8911NS78"	"3053_8911NS78"	"3053"	"8911NS78"	TRUE
"3053_8911SA38"	"3053_8911SA38"	"3053"	"8911SA38"	TRUE
"3053_8912SA43"	"3053_8912SA43"	"3053"	"8912SA43"	TRUE
"3053_9001MD49"	"3053_9001MD49"	"3053"	"9001MD49"	TRUE
"3053_9001NS90"	"3053_9001NS90"	"3053"	"9001NS90"	TRUE
"3053_9001SA49"	"3053_9001SA49"	"3053"	"9001SA49"	TRUE
"3053_9002MD57"	"3053_9002MD57"	"3053"	"9002MD57"	TRUE
"3053_9002NS99"	"3053_9002NS99"	"3053"	"9002NS99"	TRUE
"3053_9002SA56"	"3053_9002SA56"	"3053"	"9002SA56"	TRUE
"3053_9003MD64"	"3053_9003MD64"	"3053"	"9003MD64"	TRUE
"3053_9004NS17"	"3053_9004NS17"	"3053"	"9004NS17"	TRUE
"3053_9004SA75"	"3053_9004SA75"	"3053"	"9004SA75"	TRUE
"3053_9005NS24"	"3053_9005NS24"	"3053"	"9005NS24"	TRUE
"3053_9006AG09"	"3053_9006AG09"	"3053"	"9006AG09"	TRUE
"3053_9006SA79"	"3053_9006SA79"	"3053"	"9006SA79"	TRUE
"3053_9008AG22"	"3053_9008AG22"	"3053"	"9008AG22"	TRUE
"3053_9008MD01"	"3053_9008MD01"	"3053"	"9008MD01"	TRUE
"3053_9008NS46"	"3053_9008NS46"	"3053"	"9008NS46"	TRUE
"3053_9008SA96"	"3053_9008SA96"	"3053"	"9008SA96"	TRUE
"3053_9010MD14"	"3053_9010MD14"	"3053"	"9010MD14"	TRUE
"3053_9010NS67"	"3053_9010NS67"	"3053"	"9010NS67"	TRUE
"3053_9010SA20"	"3053_9010SA20"	"3053"	"9010SA20"	TRUE
"3053_9012AG54"	"3053_9012AG54"	"3053"	"9012AG54"	TRUE
"3053_9012MD26"	"3053_9012MD26"	"3053"	"9012MD26"	TRUE
"3053_9012NS82"	"3053_9012NS82"	"3053"	"9012NS82"	TRUE
"3053_9012SA36"	"3053_9012SA36"	"3053"	"9012SA36"	TRUE
"3053_9106SA84"	"3053_9106SA84"	"3053"	"9106SA84"	TRUE
"3053_9106SM74"	"3053_9106SM74"	"3053"	"9106SM74"	TRUE
"3053_9106SS69"	"3053_9106SS69"	"3053"	"9106SS69"	TRUE
"3053_9108AG19"	"3053_9108AG19"	"3053"	"9108AG19"	TRUE
"3053_9108SA02"	"3053_9108SA02"	"3053"	"9108SA02"	TRUE
"3053_9108SM89"	"3053_9108SM89"	"3053"	"9108SM89"	TRUE
"3053_9108SS93"	"3053_9108SS93"	"3053"	"9108SS93"	TRUE
"3053_9110AG36"	"3053_9110AG36"	"3053"	"9110AG36"	TRUE
"3053_9110SA17"	"3053_9110SA17"	"3053"	"9110SA17"	TRUE
"3053_9110SM07"	"3053_9110SM07"	"3053"	"9110SM07"	TRUE
"3053_9110SS21"	"3053_9110SS21"	"3053"	"9110SS21"	TRUE
"3053_9112AG48"	"3053_9112AG48"	"3053"	"9112AG48"	TRUE
"3053_9112SA29"	"3053_9112SA29"	"3053"	"9112SA29"	TRUE
"3053_9112SM20"	"3053_9112SM20"	"3053"	"9112SM20"	TRUE
"3053_9112SS42"	"3053_9112SS42"	"3053"	"9112SS42"	TRUE
"3053_9202AG08"	"3053_9202AG08"	"3053"	"9202AG08"	TRUE
"3053_9202SA43"	"3053_9202SA43"	"3053"	"9202SA43"	TRUE
"3053_9202SM34"	"3053_9202SM34"	"3053"	"9202SM34"	TRUE
"3053_9204AG22"	"3053_9204AG22"	"3053"	"9204AG22"	TRUE
"3053_9204SA61"	"3053_9204SA61"	"3053"	"9204SA61"	TRUE
"3053_9204SM54"	"3053_9204SM54"	"3053"	"9204SM54"	TRUE
"3053_9204SS88"	"3053_9204SS88"	"3053"	"9204SS88"	TRUE
"3053_9206SA76"	"3053_9206SA76"	"3053"	"9206SA76"	TRUE
"3053_9206SM67"	"3053_9206SM67"	"3053"	"9206SM67"	TRUE
"3053_9206SS08"	"3053_9206SS08"	"3053"	"9206SS08"	TRUE
"3053_9208SM84"	"3053_9208SM84"	"3053"	"9208SM84"	TRUE
"3053_9208SS34"	"3053_9208SS34"	"3053"	"9208SS34"	TRUE
"3053_9210SM02"	"3053_9210SM02"	"3053"	"9210SM02"	TRUE
"3053_9210SS70"	"3053_9210SS70"	"3053"	"9210SS70"	TRUE
"3053_9302AG08"	"3053_9302AG08"	"3053"	"9302AG08"	TRUE
"3053_9302SA37"	"3053_9302SA37"	"3053"	"9302SA37"	TRUE
"3053_9302SM27"	"3053_9302SM27"	"3053"	"9302SM27"	TRUE
"3053_9302SS09"	"3053_9302SS09"	"3053"	"9302SS09"	TRUE
"3053_9304SA53"	"3053_9304SA53"	"3053"	"9304SA53"	TRUE
"3053_9304SM43"	"3053_9304SM43"	"3053"	"9304SM43"	TRUE
"3053_9306SA72"	"3053_9306SA72"	"3053"	"9306SA72"	TRUE
"3053_9306SS75"	"3053_9306SS75"	"3053"	"9306SS75"	TRUE
"3053_9308AG52"	"3053_9308AG52"	"3053"	"9308AG52"	TRUE
"3053_9308SM75"	"3053_9308SM75"	"3053"	"9308SM75"	TRUE
"3053_9308SS97"	"3053_9308SS97"	"3053"	"9308SS97"	TRUE
"3053_9310AG69"	"3053_9310AG69"	"3053"	"9310AG69"	TRUE
"3053_9310SA03"	"3053_9310SA03"	"3053"	"9310SA03"	TRUE
"3053_9310SM92"	"3053_9310SM92"	"3053"	"9310SM92"	TRUE
"3053_9310SS33"	"3053_9310SS33"	"3053"	"9310SS33"	TRUE
"3053_9312SA18"	"3053_9312SA18"	"3053"	"9312SA18"	TRUE
"3053_9312SS63"	"3053_9312SS63"	"3053"	"9312SS63"	TRUE
"3053_9404SS12"	"3053_9404SS12"	"3053"	"9404SS12"	TRUE
"3053_9603MD16"	"3053_9603MD16"	"3053"	"9603MD16"	TRUE
"3053_9706MD48"	"3053_9706MD48"	"3053"	"9706MD48"	TRUE
"3053_9706NS64"	"3053_9706NS64"	"3053"	"9706NS64"	TRUE
"3055_9007SR16"	"3055_9007SR16"	"3055"	"9007SR16"	TRUE
"3060_9102NS15"	"3060_9102NS15"	"3060"	"9102NS15"	TRUE
"3061_9408SC77"	"3061_9408SC77"	"3061"	"9408SC77"	TRUE
"3061_9409RM76"	"3061_9409RM76"	"3061"	"9409RM76"	TRUE
"3062_9302NS17"	"3062_9302NS17"	"3062"	"9302NS17"	TRUE
"3073_9404SR26"	"3073_9404SR26"	"3073"	"9404SR26"	TRUE
"3074_0906NS56"	"3074_0906NS56"	"3074"	"0906NS56"	TRUE
"3077_0906NS56"	"3077_0906NS56"	"3077"	"0906NS56"	TRUE
"3077_0908RS24"	"3077_0908RS24"	"3077"	"0908RS24"	TRUE
"3080_9302NS17"	"3080_9302NS17"	"3080"	"9302NS17"	TRUE
"3081_0904NS01"	"3081_0904NS01"	"3081"	"0904NS01"	TRUE
"3082_0906NS56"	"3082_0906NS56"	"3082"	"0906NS56"	TRUE
"3082_0908RS24"	"3082_0908RS24"	"3082"	"0908RS24"	TRUE
"3083_0904NS01"	"3083_0904NS01"	"3083"	"0904NS01"	TRUE
"3083_0907RS71"	"3083_0907RS71"	"3083"	"0907RS71"	TRUE
"3088_0405SS35"	"3088_0405SS35"	"3088"	"0405SS35"	TRUE
"3088_0406SS19"	"3088_0406SS19"	"3088"	"0406SS19"	TRUE
"3088_0611SS39"	"3088_0611SS39"	"3088"	"0611SS39"	TRUE
"3088_8907MD10"	"3088_8907MD10"	"3088"	"8907MD10"	TRUE
"3088_8908MD13"	"3088_8908MD13"	"3088"	"8908MD13"	TRUE
"3088_8908SA09"	"3088_8908SA09"	"3088"	"8908SA09"	TRUE
"3088_8909AG52"	"3088_8909AG52"	"3088"	"8909AG52"	TRUE
"3088_8909NS57"	"3088_8909NS57"	"3088"	"8909NS57"	TRUE
"3088_8910AG56"	"3088_8910AG56"	"3088"	"8910AG56"	TRUE
"3088_8910MD26"	"3088_8910MD26"	"3088"	"8910MD26"	TRUE
"3088_8910NS65"	"3088_8910NS65"	"3088"	"8910NS65"	TRUE
"3088_8910SA25"	"3088_8910SA25"	"3088"	"8910SA25"	TRUE
"3088_8911AG62"	"3088_8911AG62"	"3088"	"8911AG62"	TRUE
"3088_8911MD36"	"3088_8911MD36"	"3088"	"8911MD36"	TRUE
"3088_8911NS78"	"3088_8911NS78"	"3088"	"8911NS78"	TRUE
"3088_8912AG67"	"3088_8912AG67"	"3088"	"8912AG67"	TRUE
"3088_8912NS84"	"3088_8912NS84"	"3088"	"8912NS84"	TRUE
"3088_8912SA43"	"3088_8912SA43"	"3088"	"8912SA43"	TRUE
"3088_9001NS90"	"3088_9001NS90"	"3088"	"9001NS90"	TRUE
"3088_9001SA49"	"3088_9001SA49"	"3088"	"9001SA49"	TRUE
"3088_9002AG80"	"3088_9002AG80"	"3088"	"9002AG80"	TRUE
"3088_9002NS99"	"3088_9002NS99"	"3088"	"9002NS99"	TRUE
"3088_9003AG87"	"3088_9003AG87"	"3088"	"9003AG87"	TRUE
"3088_9003MD64"	"3088_9003MD64"	"3088"	"9003MD64"	TRUE
"3088_9003NS08"	"3088_9003NS08"	"3088"	"9003NS08"	TRUE
"3088_9003SA61"	"3088_9003SA61"	"3088"	"9003SA61"	TRUE
"3088_9004AG96"	"3088_9004AG96"	"3088"	"9004AG96"	TRUE
"3088_9004NS17"	"3088_9004NS17"	"3088"	"9004NS17"	TRUE
"3088_9004SA67"	"3088_9004SA67"	"3088"	"9004SA67"	TRUE
"3088_9005NS24"	"3088_9005NS24"	"3088"	"9005NS24"	TRUE
"3088_9006AG09"	"3088_9006AG09"	"3088"	"9006AG09"	TRUE
"3088_9006NS29"	"3088_9006NS29"	"3088"	"9006NS29"	TRUE
"3088_9006SA79"	"3088_9006SA79"	"3088"	"9006SA79"	TRUE
"3088_9008AG22"	"3088_9008AG22"	"3088"	"9008AG22"	TRUE
"3088_9008MD01"	"3088_9008MD01"	"3088"	"9008MD01"	TRUE
"3088_9008NS46"	"3088_9008NS46"	"3088"	"9008NS46"	TRUE
"3088_9008SA96"	"3088_9008SA96"	"3088"	"9008SA96"	TRUE
"3088_9010AG40"	"3088_9010AG40"	"3088"	"9010AG40"	TRUE
"3088_9010MD14"	"3088_9010MD14"	"3088"	"9010MD14"	TRUE
"3088_9010NS67"	"3088_9010NS67"	"3088"	"9010NS67"	TRUE
"3088_9010SA20"	"3088_9010SA20"	"3088"	"9010SA20"	TRUE
"3088_9012AG54"	"3088_9012AG54"	"3088"	"9012AG54"	TRUE
"3088_9012MD26"	"3088_9012MD26"	"3088"	"9012MD26"	TRUE
"3088_9012NS82"	"3088_9012NS82"	"3088"	"9012NS82"	TRUE
"3088_9012SA36"	"3088_9012SA36"	"3088"	"9012SA36"	TRUE
"3088_9102MD41"	"3088_9102MD41"	"3088"	"9102MD41"	TRUE
"3088_9106SA84"	"3088_9106SA84"	"3088"	"9106SA84"	TRUE
"3088_9106SM74"	"3088_9106SM74"	"3088"	"9106SM74"	TRUE
"3088_9106SS69"	"3088_9106SS69"	"3088"	"9106SS69"	TRUE
"3088_9108AG19"	"3088_9108AG19"	"3088"	"9108AG19"	TRUE
"3088_9108SA02"	"3088_9108SA02"	"3088"	"9108SA02"	TRUE
"3088_9108SM89"	"3088_9108SM89"	"3088"	"9108SM89"	TRUE
"3088_9110AG36"	"3088_9110AG36"	"3088"	"9110AG36"	TRUE
"3088_9110SA17"	"3088_9110SA17"	"3088"	"9110SA17"	TRUE
"3088_9110SM07"	"3088_9110SM07"	"3088"	"9110SM07"	TRUE
"3088_9110SS21"	"3088_9110SS21"	"3088"	"9110SS21"	TRUE
"3088_9112AG48"	"3088_9112AG48"	"3088"	"9112AG48"	TRUE
"3088_9112SA29"	"3088_9112SA29"	"3088"	"9112SA29"	TRUE
"3088_9112SM20"	"3088_9112SM20"	"3088"	"9112SM20"	TRUE
"3088_9202AG08"	"3088_9202AG08"	"3088"	"9202AG08"	TRUE
"3088_9202SA43"	"3088_9202SA43"	"3088"	"9202SA43"	TRUE
"3088_9202SM34"	"3088_9202SM34"	"3088"	"9202SM34"	TRUE
"3088_9202SS63"	"3088_9202SS63"	"3088"	"9202SS63"	TRUE
"3088_9204AG22"	"3088_9204AG22"	"3088"	"9204AG22"	TRUE
"3088_9204SA61"	"3088_9204SA61"	"3088"	"9204SA61"	TRUE
"3088_9204SM54"	"3088_9204SM54"	"3088"	"9204SM54"	TRUE
"3088_9204SS88"	"3088_9204SS88"	"3088"	"9204SS88"	TRUE
"3088_9206AG38"	"3088_9206AG38"	"3088"	"9206AG38"	TRUE
"3088_9206SA76"	"3088_9206SA76"	"3088"	"9206SA76"	TRUE
"3088_9206SM67"	"3088_9206SM67"	"3088"	"9206SM67"	TRUE
"3088_9208AG55"	"3088_9208AG55"	"3088"	"9208AG55"	TRUE
"3088_9208SA93"	"3088_9208SA93"	"3088"	"9208SA93"	TRUE
"3088_9208SM84"	"3088_9208SM84"	"3088"	"9208SM84"	TRUE
"3088_9208SS34"	"3088_9208SS34"	"3088"	"9208SS34"	TRUE
"3088_9210AG71"	"3088_9210AG71"	"3088"	"9210AG71"	TRUE
"3088_9210SA11"	"3088_9210SA11"	"3088"	"9210SA11"	TRUE
"3088_9210SM02"	"3088_9210SM02"	"3088"	"9210SM02"	TRUE
"3088_9210SS70"	"3088_9210SS70"	"3088"	"9210SS70"	TRUE
"3088_9302AG08"	"3088_9302AG08"	"3088"	"9302AG08"	TRUE
"3088_9302SA37"	"3088_9302SA37"	"3088"	"9302SA37"	TRUE
"3088_9302SS09"	"3088_9302SS09"	"3088"	"9302SS09"	TRUE
"3088_9304SA53"	"3088_9304SA53"	"3088"	"9304SA53"	TRUE
"3088_9304SM43"	"3088_9304SM43"	"3088"	"9304SM43"	TRUE
"3088_9304SS38"	"3088_9304SS38"	"3088"	"9304SS38"	TRUE
"3088_9306SA72"	"3088_9306SA72"	"3088"	"9306SA72"	TRUE
"3088_9306SM63"	"3088_9306SM63"	"3088"	"9306SM63"	TRUE
"3088_9306SS75"	"3088_9306SS75"	"3088"	"9306SS75"	TRUE
"3088_9308AG52"	"3088_9308AG52"	"3088"	"9308AG52"	TRUE
"3088_9308SA85"	"3088_9308SA85"	"3088"	"9308SA85"	TRUE
"3088_9308SM75"	"3088_9308SM75"	"3088"	"9308SM75"	TRUE
"3088_9308SS97"	"3088_9308SS97"	"3088"	"9308SS97"	TRUE
"3088_9310AG69"	"3088_9310AG69"	"3088"	"9310AG69"	TRUE
"3088_9310SA03"	"3088_9310SA03"	"3088"	"9310SA03"	TRUE
"3088_9310SS33"	"3088_9310SS33"	"3088"	"9310SS33"	TRUE
"3088_9312SA18"	"3088_9312SA18"	"3088"	"9312SA18"	TRUE
"3088_9402AG14"	"3088_9402AG14"	"3088"	"9402AG14"	TRUE
"3088_9402SA36"	"3088_9402SA36"	"3088"	"9402SA36"	TRUE
"3088_9402SM23"	"3088_9402SM23"	"3088"	"9402SM23"	TRUE
"3088_9402SS91"	"3088_9402SS91"	"3088"	"9402SS91"	TRUE
"3088_9603MD16"	"3088_9603MD16"	"3088"	"9603MD16"	TRUE
"3088_9603NS01"	"3088_9603NS01"	"3088"	"9603NS01"	TRUE
"3088_9706NS64"	"3088_9706NS64"	"3088"	"9706NS64"	TRUE
"3090_9011SR50"	"3090_9011SR50"	"3090"	"9011SR50"	TRUE
"3091_9103MD49"	"3091_9103MD49"	"3091"	"9103MD49"	TRUE
"3093_1010NS98"	"3093_1010NS98"	"3093"	"1010NS98"	TRUE
"3094_9205NS03"	"3094_9205NS03"	"3094"	"9205NS03"	TRUE
"3262_1004NS40"	"3262_1004NS40"	"3262"	"1004NS40"	TRUE
"3262_1008RS93"	"3262_1008RS93"	"3262"	"1008RS93"	TRUE
"3265_1010NS98"	"3265_1010NS98"	"3265"	"1010NS98"	TRUE
"3265_1012RS72"	"3265_1012RS72"	"3265"	"1012RS72"	TRUE
"3284_9904MD33"	"3284_9904MD33"	"3284"	"9904MD33"	TRUE
"3298_1010NS98"	"3298_1010NS98"	"3298"	"1010NS98"	TRUE
"3424_9008SR28"	"3424_9008SR28"	"3424"	"9008SR28"	TRUE
"3424_9101BS97"	"3424_9101BS97"	"3424"	"9101BS97"	TRUE
"3531_0409NS83"	"3531_0409NS83"	"3531"	"0409NS83"	TRUE
"3618_1010NS98"	"3618_1010NS98"	"3618"	"1010NS98"	TRUE
"3628_1404NS68"	"3628_1404NS68"	"3628"	"1404NS68"	TRUE
"3799_1010NS98"	"3799_1010NS98"	"3799"	"1010NS98"	TRUE
"3808_1004NS40"	"3808_1004NS40"	"3808"	"1004NS40"	TRUE
"3808_1008RS93"	"3808_1008RS93"	"3808"	"1008RS93"	TRUE
"3840_1405NS76"	"3840_1405NS76"	"3840"	"1405NS76"	TRUE
"3840_1406RS07"	"3840_1406RS07"	"3840"	"1406RS07"	TRUE
"3847_1006NS68"	"3847_1006NS68"	"3847"	"1006NS68"	TRUE
"3852_9210NS76"	"3852_9210NS76"	"3852"	"9210NS76"	TRUE
"3852_9302RM29"	"3852_9302RM29"	"3852"	"9302RM29"	TRUE
"3877_1006NS68"	"3877_1006NS68"	"3877"	"1006NS68"	TRUE
"3877_1009RS05"	"3877_1009RS05"	"3877"	"1009RS05"	TRUE
"3905_9306NS83"	"3905_9306NS83"	"3905"	"9306NS83"	TRUE
"3907_9903NS28"	"3907_9903NS28"	"3907"	"9903NS28"	TRUE
"3907_9905RS44"	"3907_9905RS44"	"3907"	"9905RS44"	TRUE
"3927_9304RS52"	"3927_9304RS52"	"3927"	"9304RS52"	TRUE
"3941_1004NS40"	"3941_1004NS40"	"3941"	"1004NS40"	TRUE
"3970_8905SR27"	"3970_8905SR27"	"3970"	"8905SR27"	TRUE
"3970_8906NS38"	"3970_8906NS38"	"3970"	"8906NS38"	TRUE
"4045_1010NS98"	"4045_1010NS98"	"4045"	"1010NS98"	TRUE
"4060_9604SR29"	"4060_9604SR29"	"4060"	"9604SR29"	TRUE
"4112_1009NS22"	"4112_1009NS22"	"4112"	"1009NS22"	TRUE
"4114_9101MD39"	"4114_9101MD39"	"4114"	"9101MD39"	TRUE
"4114_9110EM08"	"4114_9110EM08"	"4114"	"9110EM08"	TRUE
"4170_9403NS04"	"4170_9403NS04"	"4170"	"9403NS04"	TRUE
"4184_0901NS16"	"4184_0901NS16"	"4184"	"0901NS16"	TRUE
"4184_0903RS86"	"4184_0903RS86"	"4184"	"0903RS86"	TRUE
"4232_0106NS98"	"4232_0106NS98"	"4232"	"0106NS98"	TRUE
"4236_0812NS94"	"4236_0812NS94"	"4236"	"0812NS94"	TRUE
"4236_0902RS64"	"4236_0902RS64"	"4236"	"0902RS64"	TRUE
"4238_9303SR17"	"4238_9303SR17"	"4238"	"9303SR17"	TRUE
"4239_9210NS76"	"4239_9210NS76"	"4239"	"9210NS76"	TRUE
"4239_9302RM29"	"4239_9302RM29"	"4239"	"9302RM29"	TRUE
"4265_9903NS28"	"4265_9903NS28"	"4265"	"9903NS28"	TRUE
"4265_9905RS44"	"4265_9905RS44"	"4265"	"9905RS44"	TRUE
"4272_1010NS98"	"4272_1010NS98"	"4272"	"1010NS98"	TRUE
"4280_9210NS76"	"4280_9210NS76"	"4280"	"9210NS76"	TRUE
"4280_9302RM29"	"4280_9302RM29"	"4280"	"9302RM29"	TRUE
"4281_1405NS81"	"4281_1405NS81"	"4281"	"1405NS81"	TRUE
"4285_1405NS76"	"4285_1405NS76"	"4285"	"1405NS76"	TRUE
"4290_1010NS98"	"4290_1010NS98"	"4290"	"1010NS98"	TRUE
"4291_9402SC33"	"4291_9402SC33"	"4291"	"9402SC33"	TRUE
"4291_9403NS04"	"4291_9403NS04"	"4291"	"9403NS04"	TRUE
"4320_9710RM74"	"4320_9710RM74"	"4320"	"9710RM74"	TRUE
"4375_0209NS11"	"4375_0209NS11"	"4375"	"0209NS11"	TRUE
"4378_1010NS98"	"4378_1010NS98"	"4378"	"1010NS98"	TRUE
"4432_1405NS81"	"4432_1405NS81"	"4432"	"1405NS81"	TRUE
"4434_1010NS98"	"4434_1010NS98"	"4434"	"1010NS98"	TRUE
"4434_1012RS72"	"4434_1012RS72"	"4434"	"1012RS72"	TRUE
"4483_1010NS98"	"4483_1010NS98"	"4483"	"1010NS98"	TRUE
"4512_1010NS98"	"4512_1010NS98"	"4512"	"1010NS98"	TRUE
"4518_1010NS98"	"4518_1010NS98"	"4518"	"1010NS98"	TRUE
"4518_1012RS72"	"4518_1012RS72"	"4518"	"1012RS72"	TRUE
"4582_1405NS81"	"4582_1405NS81"	"4582"	"1405NS81"	TRUE
"4623_9903NS28"	"4623_9903NS28"	"4623"	"9903NS28"	TRUE
"4623_9905RS44"	"4623_9905RS44"	"4623"	"9905RS44"	TRUE
"4644_9505SC52"	"4644_9505SC52"	"4644"	"9505SC52"	TRUE
"4681_1405NS88"	"4681_1405NS88"	"4681"	"1405NS88"	TRUE
"4698_9908NS73"	"4698_9908NS73"	"4698"	"9908NS73"	TRUE
"4722_9009NS60"	"4722_9009NS60"	"4722"	"9009NS60"	TRUE
"4728_8904NS20"	"4728_8904NS20"	"4728"	"8904NS20"	TRUE
"4728_9402AG14"	"4728_9402AG14"	"4728"	"9402AG14"	TRUE
"4728_9402SS91"	"4728_9402SS91"	"4728"	"9402SS91"	TRUE
"4810_9704MD30"	"4810_9704MD30"	"4810"	"9704MD30"	TRUE
"4844_1405NS88"	"4844_1405NS88"	"4844"	"1405NS88"	TRUE
"4857_9103RS30"	"4857_9103RS30"	"4857"	"9103RS30"	TRUE
"4896_9009SR37"	"4896_9009SR37"	"4896"	"9009SR37"	TRUE
"4911_0812NS94"	"4911_0812NS94"	"4911"	"0812NS94"	TRUE
"4911_0902RS64"	"4911_0902RS64"	"4911"	"0902RS64"	TRUE
"4962_1902NS64"	"4962_1902NS64"	"4962"	"1902NS64"	TRUE
"4972_9903NS28"	"4972_9903NS28"	"4972"	"9903NS28"	TRUE
"4972_9905RS44"	"4972_9905RS44"	"4972"	"9905RS44"	TRUE
"5006_1010NS98"	"5006_1010NS98"	"5006"	"1010NS98"	TRUE
"5011_9011SR50"	"5011_9011SR50"	"5011"	"9011SR50"	TRUE
"5019_0902NS48"	"5019_0902NS48"	"5019"	"0902NS48"	TRUE
"5019_0904RS77"	"5019_0904RS77"	"5019"	"0904RS77"	TRUE
"5031_0310NS03"	"5031_0310NS03"	"5031"	"0310NS03"	TRUE
